,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,2-Dec,3-Dec,4-Dec,5-Dec,6-Dec,7-Dec,8-Dec,9-Dec,Hi 10
199908,-3.84,-0.33,-2.63,-2.61,0.55,-3.8,-2.37,-3.58,-1.92,2.05,-3.4,-4.56,-2.51,-3.22,-1.41,-3.59,-3.55,-1.15,-3.68
199909,0.42,-1.89,-4.69,-4.45,-1.62,-2.87,-5.63,-6.32,-4.15,-1.88,-0.89,-3.3,-2.16,-4.44,-6.91,-7.14,-4.86,-4.62,-3.05
199910,5.12,6.65,6.19,1.8,6.42,8.44,5.15,1.86,2.37,7.33,3.82,7.85,9.45,4.9,5.42,2.34,1,3.14,0.58
199911,8.64,4.46,-2.4,1.77,5.2,-0.12,-2.59,-2.16,2.43,4.98,5.86,0.69,-1.47,-2.66,-2.53,-3.9,0.86,2.9,1.24
199912,13.11,8.51,1.59,4.26,9.23,3.1,1.81,3.32,3.63,10.28,6.13,4.41,1.01,1.53,2.13,2.23,5.12,2.79,5.89
200001,0.64,-4.85,-2.62,-3.83,-4.78,-3.05,-4.52,-4.56,-3.36,-5.64,-2.15,-5.3,0.64,-5.24,-3.72,-4.62,-4.48,-3.33,-3.43
200002,19.5,2.35,-4.09,1.95,3.16,-2.36,-5.83,-0.99,0.67,3.56,1.97,-2.54,-2.07,-6.46,-5.14,-3.98,3.72,0.24,1.79
200003,-0.55,7.56,9.8,6.72,7.2,9.75,9.08,9.23,8.08,7.29,6.94,9.81,9.67,9.61,8.51,12.17,4.91,8.19,7.82
200004,-14.3,-4.81,-0.23,-0.03,-5.01,-3.46,2.02,0.24,0.52,-5.58,-3.27,-3.56,-3.31,1.28,2.84,0.89,-0.77,2.83,-5.65
200005,-10.5,-3.78,1.46,-2.88,-4.12,-0.4,1.93,-1.22,-2.77,-3.73,-5.3,-1.65,1.56,4.8,-0.93,-0.06,-3.05,-3.39,-0.99
200006,16.75,5.41,-4.17,-0.83,6.56,-2.13,-4.96,-3.04,-0.36,8.51,0.72,-1.43,-3.25,-5.71,-4.17,-4.04,-1.45,-1.22,2
200007,-5.64,-3.17,3.58,3.27,-3.39,-0.22,4.54,5.17,2.34,-5.04,1.54,-0.95,1.04,4.82,4.03,5.68,4.44,2.87,0.84
200008,10.18,7.65,7.52,7.79,7.76,7.32,8.18,4.61,8.82,8.14,6.67,6.59,8.56,8.92,6.82,3.28,6.53,9.76,6.09
200009,-7.96,-6.04,1.8,-0.39,-6.32,-2.38,2.55,3.9,-2.67,-8.32,-0.61,-3.27,-0.88,1.68,4.14,4.92,2.47,-2.06,-4.48
200010,-15.36,-2.27,-0.22,0.97,-2.57,1.39,-2.15,1.02,0.4,-3.91,0.94,0.62,2.64,-3.58,0.4,0.56,1.66,-0.14,2.05
200011,-25,-10.8,-3.04,-2.1,-11.23,-5.16,-4.01,-0.85,-3.34,-13.27,-6.13,-6.83,-2.49,-6.84,0.68,-1.02,-0.63,-3.24,-3.66
200012,-0.42,-0.02,8.46,8.74,-1.02,8.67,8.48,9.35,6.89,-2.67,2.81,8.77,8.52,7.5,9.9,8.29,10.84,7.48,5.14
200101,10.42,3.81,1.75,2.01,3.74,3,2.76,-0.3,4.81,4.85,1.36,4.31,1.02,8.13,-4.32,0.25,-1.06,3.56,8.67
200102,-18.44,-11.31,-0.65,1.09,-12.24,-2.98,-0.6,1.42,1.54,-14.76,-6.59,-3.61,-2.01,-2.16,1.74,2.03,0.58,1.49,1.73
200103,-10.32,-8.02,-1.68,-1.37,-8.69,-2.7,-1.33,-1.3,-1.63,-10.52,-4.95,-2.95,-2.31,-1.31,-1.35,-1.47,-1.08,-2.61,1.83
200104,7.04,8.99,5.08,4.98,9.46,5.69,4.39,4.71,6.44,10.92,6.66,5.62,5.81,5,3.53,5.69,3.35,6.37,6.68
200105,2.04,0.49,2.4,5.01,0.32,2.1,3.1,1.96,5.02,-0.22,1.41,1.74,2.64,3.58,2.41,-0.17,5,5.07,4.86
200106,2.96,-1.88,-0.9,0.62,-1.73,-2.73,0.24,-1.12,1.95,-1.66,-1.89,-2.95,-2.4,-0.05,0.67,-1.29,-0.88,3.19,-2.09
200107,-3.41,-2.07,-1.41,0.54,-2.16,-1.28,-1.89,-1.29,2.47,-1.68,-2.82,-1.47,-1.03,-1.39,-2.28,-0.85,-2.15,3.76,-0.88
200108,-6.86,-6.94,-3.81,-5.8,-7.28,-4.17,-3.14,-5.31,-6.32,-7.56,-6.89,-4.47,-3.8,-2.8,-3.4,-5.44,-5.03,-5.96,-7.28
200109,-10.71,-8.38,-10.24,-9.97,-8.27,-10.29,-8.43,-11.92,-9.26,-7.9,-8.78,-9.17,-11.71,-10.03,-7.19,-12.36,-11.01,-5.83,-18.84
200110,4.11,3.57,1.22,-2.69,4.03,1.13,-0.07,2.48,-5.42,3.67,4.53,0.37,2.19,-0.21,0.04,3.04,1.36,-7.78,2.18
200111,8.4,7.95,6.94,10.81,8.1,6.72,5.76,10.11,11.58,8.41,7.67,6.8,6.62,7.43,4.51,10.29,9.75,10.87,13.66
200112,7.29,0.83,3.46,4.21,0.47,3.59,4.54,1.86,3.91,-0.7,2.13,3.44,3.79,3.49,5.35,0.5,4.65,3.91,3.91
200201,-1.8,-1.06,-1.42,-0.48,-1.07,-2.05,-0.53,0.41,-2.4,-1.29,-0.77,-0.95,-3.55,0.26,-1.12,-0.52,2.22,-3.63,1.11
200202,-4.25,-2.66,0.1,-3.34,-2.99,0.29,0.01,-1.16,-4.81,-2.44,-3.76,-0.29,1.09,1.03,-0.76,-1.06,-1.35,-6.01,-1.51
200203,3.84,3.71,5.88,6.55,3.44,6.09,5.06,6.61,6.48,2.44,4.83,5.6,6.77,5.67,4.59,6.59,6.65,4.62,11.38
200204,-1.57,-7.06,-0.07,-3.1,-7.51,-2.6,0.69,-0.28,-6.27,-7.89,-7.01,-3.98,-0.72,0.23,1.04,-0.95,1.01,-10.24,3.54
200205,-1.95,-1.53,-0.23,-2.25,-1.71,-0.46,-0.61,0.66,-3.67,-2.47,-0.69,-0.33,-0.63,-1.07,-0.28,1.27,-0.51,-4.91,-1.04
200206,-9.8,-7.46,-5.57,-8.31,-7.65,-5.5,-5.51,-7.35,-8.71,-8.15,-6.99,-6.2,-4.58,-4.97,-5.91,-7.1,-7.85,-8.92,-8.27
200207,-4.93,-6.77,-9.33,-13.79,-5.9,-10.15,-9.04,-11.11,-15.28,-5.01,-7.57,-10.48,-9.69,-8.42,-10.12,-9.42,-12.53,-14.85,-16.35
200208,2.98,0.06,1.18,3.91,0.16,0.08,1.32,2.66,4.62,0.43,-0.37,-0.35,0.68,1.6,0.83,1.9,3.32,5.06,3.46
200209,-4.03,-10.71,-9.73,-9.17,-10.73,-10.7,-8.9,-8.91,-10.54,-9.58,-12.94,-10.62,-10.8,-8.93,-8.84,-9.94,-8.02,-8.18,-16.82
200210,9.42,9.92,4.46,4.57,9.36,9.21,3.62,5.21,5.19,10.41,7.28,12.48,4.72,5.43,0.4,6.58,4.07,7.02,-0.19
200211,12.87,5.53,6.26,8.78,5.31,6.71,5.97,7.11,9.07,4.92,6.09,6.5,7.05,5.55,6.76,5.44,8.53,7.58,13.79
200212,-8.1,-6.39,-3.8,-6.2,-6.49,-5.74,-3.31,-4.31,-5.93,-6.86,-5.75,-5.95,-5.43,-3.77,-2.44,-1.68,-6.43,-6.74,-3.5
200301,4.1,-2.72,-2.18,-4.56,-2.68,-2.84,-1.6,-4.12,-3.84,-2.73,-2.57,-2.93,-2.7,-1.17,-2.37,-2.9,-5.15,-4.15,-2.94
200302,0.49,-1.45,-2.47,-4.27,-0.87,-3.29,-2.65,-3.15,-4.89,-0.29,-2.02,-4,-2.22,-2.96,-2.07,-2.46,-3.74,-4.37,-6.38
200303,5.35,1.69,0.3,-0.98,1.98,0.1,0.87,-0.08,-2.1,3.29,-0.71,0.4,-0.35,1.08,0.47,-0.13,-0.04,-2.8,-0.07
200304,10.69,7.76,9,11.07,7.41,9.26,8.89,9.96,11.55,6.79,8.78,9.36,9.1,9.89,7.05,9.14,10.67,12.42,9.08
200305,11.33,5.43,7.53,8.43,5.02,7.37,7.47,7.94,8.74,3.05,9.33,7.24,7.57,6.68,8.98,7.66,8.18,8.72,8.79
200306,6.59,1.3,1.54,1.58,1.11,1.85,1.93,-0.15,4.41,1.45,0.41,2.17,1.39,2.68,0.55,0.55,-0.75,3.8,6.19
200307,5.01,2.15,2.82,2.17,1.72,4.1,2,1.36,4.3,0.92,2.97,4.31,3.92,0.24,3.78,2.62,0.68,4.84,3
200308,6.16,2.17,1.96,4.78,2.28,1.57,1.99,3.81,5.95,0.89,4.42,1.68,1.47,3.1,0.9,3.58,3.94,5.02,8.22
200309,1.75,-1.14,-0.69,-2.63,-0.76,-1.51,-1.13,-3.03,-0.14,-0.1,-1.73,-3,-0.19,-1.74,-0.52,-0.46,-4.46,-0.72,1.25
200310,11.6,5.25,7.45,7.47,4.5,7.64,8.03,7.34,8.29,3.61,5.86,8.95,6.53,6.68,9.36,8.2,6.85,7.87,9.24
200311,1.74,0.94,1.75,3.15,1.03,1.1,1.7,2.29,4.35,0.45,1.9,0.51,1.63,2.9,0.56,2.41,2.22,4.18,4.74
200312,-0.86,4.12,4.48,5.98,4.1,4.56,4.33,5.58,5.16,3.58,4.86,4.2,4.86,3.76,4.89,3.79,6.62,3.91,8
200401,9.69,1.68,2.45,3.4,1.58,1.67,3.16,2.23,5.8,1.34,1.94,2.12,1.29,4.01,2.33,3.48,1.52,6.27,4.76
200402,-3.64,1.21,1.91,2.05,1.11,2.13,1.51,1.75,2.27,1.69,0.27,1.69,2.52,1.42,1.59,1.56,1.86,3.73,-0.95
200403,-1.58,-1.81,-0.45,-0.36,-1.93,-0.58,-1.09,0.11,-0.47,-1.42,-2.67,-1.27,0,-0.73,-1.45,0.77,-0.27,-0.14,-1.22
200404,-5.88,-0.47,-3.46,-3.6,0,-3.46,-3.21,-3.03,-3.78,1.06,-1.57,-2.69,-4.11,-1.83,-4.67,-2.27,-3.46,-3.41,-4.65
200405,4.23,1.35,1.02,1.03,1.35,1.26,0.89,0.73,1.6,1.14,1.67,1.35,1.19,-0.12,1.98,1,0.57,1.32,2.27
200406,4.39,1.44,2.19,3.23,1.48,2.02,1.2,3.19,4.37,0.85,2.43,1.28,2.66,1,1.41,4.79,2.29,3.85,5.62
200407,-13.12,-4.88,-2.64,-2.05,-5.41,-2.56,-2.24,-2.84,-2.09,-6.98,-3.31,-2.55,-2.57,-1.23,-3.5,-3.62,-2,-1.46,-3.33
200408,-0.54,-0.5,1.37,0,-0.61,1.04,0.81,0.73,-0.07,-0.86,-0.29,-0.01,1.9,1.5,-0.06,1.34,0.08,0.89,-2.04
200409,3.74,1.16,2.04,2.73,0.68,2.04,2.76,2.01,3.9,0.54,0.86,3.22,1.06,2.66,2.9,2.75,1.2,4.46,2.7
200410,-2.59,1.77,1.06,2.03,1.72,1.2,2.74,0.49,1.67,1.79,1.64,1.98,0.55,2.38,3.2,-1.33,2.5,2.43,0.13
200411,5.36,3.92,5.42,6.62,3.55,5.16,6.49,4.82,7.55,2.87,4.43,5.46,4.9,5.93,7.22,4.25,5.42,7.23,8.2
200412,9.99,3.71,3.12,3.72,3.93,3.05,2.07,4.9,3.03,4.63,3.05,2.83,3.24,2.06,2.09,5.17,4.61,2.13,4.88
200501,-1.76,-3.15,-1.71,-2.16,-3.28,-2.08,-2.31,-2.16,-0.94,-3.4,-3.12,-2.63,-1.6,-3.32,-1.04,-0.68,-3.72,-0.15,-2.52
200502,-0.84,1.95,2.16,3.02,0.83,4.1,2.67,1.3,4.48,0.94,0.69,6.56,1.99,2.29,3.14,1.49,1.1,4.77,3.9
200503,-4.08,-1.49,-2.53,-0.53,-1.39,-3.21,-0.88,-0.92,-1.07,-1.25,-1.56,-1.9,-4.39,-1.27,-0.42,-1.95,0.2,-0.65,-1.98
200504,-4.44,-2.04,-2.58,-3.21,-1.64,-2.96,-3.19,-2.2,-3.6,-1.39,-1.97,-3.61,-2.36,-2.49,-4.03,-1.75,-2.68,-3.02,-4.89
200505,4.02,3.98,3.42,4.16,4.26,3.58,2.81,3.25,4.61,4.49,3.97,2.84,4.26,2.18,3.58,2.95,3.57,3.67,6.73
200506,2.6,-0.58,2,3.03,-1.1,1.55,2.32,2.42,3.39,-0.96,-1.28,1.53,1.56,2.93,1.59,2.28,2.56,3.2,3.8
200507,8.25,4.74,3.09,4.34,4.99,3.62,2.34,4.59,4.83,4.32,5.75,4.07,2.85,2.34,2.34,5.38,3.64,4.26,6.14
200508,-1.43,-1.37,-0.72,0,-1.63,-0.89,-0.68,0.5,-0.88,-1.99,-1.23,-0.64,-1.31,-0.42,-0.94,-0.12,1.24,-0.29,-2.22
200509,4.02,0.36,1.16,1.59,-0.13,1.11,1.43,1.51,1.82,0.7,-1.06,1.7,0.09,1.91,0.97,1.71,1.27,2.51,0.23
200510,-8.46,-1.33,-2.06,-2.11,-0.69,-3.1,-1.61,-1.99,-2.08,-0.42,-1,-3,-3.26,-2.78,-0.49,-1.86,-2.14,-1.48,-3.53
200511,8.13,4.16,3.86,3.17,4,4.4,3.94,3.5,2.85,3.65,4.4,4.58,4.08,4.01,3.88,3.4,3.63,3.08,2.27
200512,-0.04,-0.68,1.11,0.13,-0.69,0.28,0.76,0.77,-0.01,-0.48,-0.93,-0.64,1.9,0.69,0.83,1.12,0.33,-0.02,0.03
200601,5.94,2.3,4.21,5.03,2.26,3.51,3.1,5.44,4.92,1.67,2.92,2.41,5.48,3.38,2.83,5.66,5.18,4.58,5.74
200602,-3.5,-0.2,0.85,-0.72,-0.09,0.27,0.66,-0.11,-0.56,-0.35,0.2,-0.48,1.56,-0.21,1.47,0.54,-0.93,-0.14,-1.57
200603,3.85,1.87,1.63,2.15,1.5,2.36,1.88,1.74,1.91,1.56,1.44,2.87,1.48,2.1,1.68,1.15,2.48,1.4,3.16
200604,0.12,-0.11,2.22,2.93,-0.72,1.63,2.43,1.78,4.01,-0.5,-0.96,1.51,1.86,2.04,2.78,2.09,1.41,4.91,1.82
200605,-3.9,-3.4,-2.79,-2.11,-3.57,-3.12,-2.7,-1.87,-2.75,-2.88,-4.32,-2.99,-3.34,-2.94,-2.48,-2.39,-1.23,-3.25,-1.52
200606,2.41,-0.11,0.15,0.8,0.21,-0.8,0.26,0.91,0.53,0.21,0.22,-0.94,-0.57,0.37,0.16,0.69,1.18,0.43,0.78
200607,-4.49,-1.14,0.34,0.82,-1.82,0.32,0.16,0.68,1.36,-2.67,-0.97,0.55,-0.02,-1.22,1.55,1.05,0.25,2.23,-1.81
200608,1.72,3.37,1.92,0.9,3.77,2.24,2.29,0.85,1.26,3.72,3.82,2.39,2.02,2.37,2.22,1.11,0.53,0.91,2.59
200609,2.6,2.39,2.17,2.18,2.41,2.5,1.63,2.02,3,2.9,1.93,2.33,2.74,1.86,1.41,2.6,1.32,3.26,2.01
200610,8.14,3.54,3.19,4.49,3.61,2.8,3.94,3.6,4.75,4.44,2.79,3.36,1.95,4.38,3.53,3.11,4.2,4.97,3.91
200611,2.85,1.89,2.41,1.86,1.42,2.63,2.77,2.28,1.38,1.97,0.85,3.06,1.97,2.43,3.1,2.19,2.38,1.23,1.93
200612,4.04,0.25,1.69,3.32,-0.27,1.04,2.63,2.41,3.05,-0.87,0.36,1.51,0.3,3.62,1.71,1.43,3.61,3.24,2.29
200701,5.69,1.95,1.62,1.78,2.5,1.4,1.27,0.81,3.12,2.83,2.15,0.62,2.62,2.15,0.4,1.23,0.31,3.03,3.5
200702,-1.17,-1.84,-1.33,-1.44,-2.01,-1.09,-2.07,-1,-1.63,-2.27,-1.74,-1.43,-0.56,-1.72,-2.42,-0.8,-1.23,-2.21,0.62
200703,0.11,0.9,1.47,1.09,0.75,1.17,2.08,0.92,1.15,1.2,0.29,1.26,1.03,1.77,2.39,0.85,1.01,1.04,1.57
200704,5.86,4.67,3.61,3.11,4.92,4.07,3.84,2.83,3.2,4.55,5.3,4.06,4.09,3.65,4.03,2.68,3,3.08,3.67
200705,3.83,3.27,3.79,4.02,2.97,4.08,4.07,3.74,3.32,3.42,2.51,4,4.21,3.81,4.33,2.86,4.8,3.33,3.29
200706,-3.56,-1.02,-2.22,-2.07,-1.35,-0.86,-1.97,-2.79,-1.71,-2,-0.68,-0.24,-1.84,-2.52,-1.43,-3.07,-2.46,-2.76,2.32
200707,-5.66,-1.69,-4.47,-5.52,-1.74,-2.04,-4.94,-4.98,-6.14,-0.74,-2.76,-1.59,-2.84,-5.56,-3.98,-5.36,-4.61,-5.92,-6.47
200708,-0.97,1.78,1.87,-0.26,1.72,2.16,1.3,1.33,-0.78,1.91,1.53,1.89,2.67,0.94,1.84,2.21,0.49,-0.04,-1.85
200709,3.3,4.63,2.12,3.01,4.69,3.48,2.54,2.37,3.05,5.13,4.24,4.49,1.63,3.25,1.49,1.76,2.95,2.16,4.35
200710,-0.02,3.12,1.36,0.97,4.18,1.91,1.19,0.98,-0.52,6.25,2,0.98,3.66,0.88,1.65,-1.22,3.07,0.13,-1.46
200711,-5.74,-3.42,-5.71,-5.36,-4.02,-3.07,-5.71,-5.41,-6.39,-5.32,-2.59,-2.15,-4.76,-6.43,-4.66,-7.04,-3.96,-5.49,-7.72
200712,-3.06,-0.43,-0.94,-0.46,-0.79,0.11,-1.23,-1.08,-0.03,0.09,-1.73,0.33,-0.31,-1.53,-0.79,-1.12,-1.04,-0.35,0.46
200801,-7.12,-7.54,-4.35,-4.3,-8.31,-5.27,-5.13,-3.91,-3.95,-9.54,-6.98,-5.97,-3.94,-5.18,-5.06,-2.91,-4.76,-2.13,-6.67
200802,-3.85,-2.32,-3.31,-4.51,-2.46,-1.71,-3.64,-4.26,-5.59,-5.36,0.57,-2.03,-1.12,-4.85,-1.9,-5.65,-3.06,-4.77,-6.89
200803,-2.45,0.67,-2.55,-0.91,-0.13,1.15,-3.4,-2.65,0.21,0.67,-0.92,2.24,-0.83,-3.4,-3.41,-2.98,-2.38,-1.36,2.73
200804,3.21,3.87,5.85,4.79,3.88,4,6.75,4.77,5.55,4.36,3.39,3.86,4.26,6.65,6.89,5.98,3.77,5.99,4.86
200805,5.16,2.5,1.12,1.94,3.84,0.52,1.83,0.22,2.07,2.99,4.71,-0.1,1.68,0.13,4.16,-1.57,1.76,1.97,2.23
200806,-10.18,-7.17,-9.07,-10.67,-7.13,-7.27,-8.92,-11.13,-10.99,-8.35,-5.93,-7.24,-7.33,-9.76,-7.83,-12.23,-10.22,-9.63,-13.12
200807,1.87,-1.17,-2.14,6.78,-1.1,-1.55,-1.71,2.09,5.06,-1.04,-1.17,-1.34,-1.82,2.78,-5.08,-4.12,8.48,5.87,2.4
200808,4.82,1.53,1.39,2.02,1.2,1.81,2.53,-0.32,3.27,1.87,0.46,2.42,1.05,2.58,2.5,-1.6,0.84,2.51,5.81
200809,-10.23,-9.76,-9.9,-2.91,-10.07,-9.45,-7.96,-7.68,-5.58,-10.61,-9.48,-8.9,-10.14,-6.94,-8.79,-15.96,-0.36,-4.74,-8.32
200810,-23.02,-15.4,-17.72,-21.79,-15.76,-16.36,-15.24,-24.6,-18.6,-16.2,-15.28,-14.44,-18.81,-16.11,-14.52,-24.49,-24.68,-16.5,-25.84
200811,-9.54,-6.42,-7,-15.31,-6.67,-5.66,-7.49,-12.34,-15.49,-9.61,-3.54,-5.76,-5.52,-9.09,-6.19,-8.64,-15.13,-15.38,-15.89
200812,4.07,1.97,1.34,1.99,1.85,2.09,1.34,-0.25,4.48,1.35,2.36,2.27,1.85,3.03,0,0.03,-0.48,4.76,3.39
200901,-2.46,-5.05,-9.8,-18.31,-3.59,-8.98,-10.46,-15.61,-15.24,-4.29,-2.9,-8.79,-9.24,-12.05,-9.17,-8.37,-21.41,-13.13,-23.77
200902,-9.73,-7.52,-12.37,-16.16,-7.54,-9.61,-11.65,-17.08,-13.66,-4.81,-10.2,-7.47,-12.51,-13.45,-10.22,-15.14,-18.91,-13.33,-15.14
200903,10.17,8.2,9.11,12.88,8.23,8.59,9.55,10.54,11.7,9.98,6.52,8.13,9.25,9.98,9.22,6.76,14.26,11.1,14.54
200904,15.75,7.92,11.55,17.65,7.79,8.83,12.21,14.3,20.21,10.52,5.03,8.27,9.64,14.29,10.63,13.78,14.77,17.18,33.58
200905,3.56,4.54,5.77,4.85,4.85,4.9,4.63,6.62,5,4.19,5.55,3.71,6.59,7.37,2.46,8.77,4.66,5.09,4.66
200906,1.14,1.39,-1.11,0.38,2.03,-1.07,-0.12,-0.64,-0.43,3.07,0.94,-0.31,-2.13,0.23,-0.42,-2.72,1.33,-0.37,-0.65
200907,10.8,6.71,8.47,10.63,6.1,8.71,8.39,9.6,11.26,5.25,7.03,9.07,8.33,9.12,7.13,9.09,10.04,11.69,10.82
200908,5.11,1.8,3.6,9.6,1.25,3.99,2.71,5.84,13.38,1.05,1.47,3.89,4.1,1.6,4.66,5.59,6.06,8.77,18.21
200909,1.57,3.73,4.59,5.01,4.01,3.22,4.74,5.66,4.54,4.3,3.7,2.69,3.77,5.19,3.98,5.88,5.48,7.02,2.16
200910,-4.97,-0.88,-3.07,-7,-0.6,-1.68,-3.68,-4.75,-9.17,-0.8,-0.39,-1.98,-1.37,-3.2,-4.52,-4.65,-4.84,-6.09,-12.28
200911,10.64,6.41,4.59,3.97,6.6,5,4.16,4.55,5.24,6.6,6.59,5.69,4.31,4.82,3,6.63,2.73,4.52,6.01
200912,8.6,2.2,3.59,3.09,1.69,3.34,4.12,3.48,3.45,2.5,0.82,4.23,2.46,2.78,6.5,4.31,2.73,5.24,1.55
201001,-0.61,-4.04,-2.31,-4.03,-4.04,-3.68,-1.71,-4.18,-2.02,-3.74,-4.37,-4.06,-3.31,-1.09,-2.78,-2.16,-6.03,-3.1,-0.81
201002,3.93,3.14,2.98,5.84,2.74,3.51,3.11,4.56,6.55,2.6,2.9,4.76,2.29,2.78,3.69,3.99,5.11,4.53,8.78
201003,8.18,5.39,6.87,7.97,5.57,5.8,6.73,6.76,9.62,5.15,6.02,4.72,6.88,5.83,8.28,7.33,6.22,8.76,10.53
201004,5.84,1.11,2.78,3.12,0.8,3.17,2.32,1.43,5.07,0.74,0.85,2.37,3.95,1.43,3.83,1.89,0.99,5.24,4.89
201005,-8.66,-7.35,-8.31,-8.41,-7.15,-7.68,-8.9,-7.87,-9.53,-7.87,-6.37,-8.16,-7.22,-8.62,-9.36,-8.64,-7.15,-9.03,-10.04
201006,-9.53,-4.6,-5.55,-9.12,-3.99,-6.63,-4.37,-7.69,-10.53,-3.67,-4.34,-7.02,-6.26,-2.86,-6.98,-7.84,-7.56,-9.14,-11.98
201007,13.37,6.71,7.66,6.05,6.96,6.11,7.6,7.52,5.95,6.92,7,5.95,6.39,6.54,8.83,8.82,6.15,7.42,4.75
201008,-8,-4.2,-4.43,-6.59,-4.18,-4.3,-3.65,-5.41,-8.12,-3.6,-4.79,-4.25,-4.39,-5.33,-1.73,-5.75,-5.04,-5.85,-10.03
201009,10.83,10.24,9.44,7.43,10.6,9.34,9.35,7.92,8.49,11.26,9.91,9.11,9.74,8.66,10.1,9.36,6.41,8.97,8.07
201010,7.88,4.59,3.85,1.04,4.58,4.44,4.34,2.09,0.79,5.26,3.84,4.65,4.08,4.56,4.09,2.82,1.29,3.5,-1.59
201011,4.89,0.67,0.85,-0.42,-0.11,2.82,0.38,0.47,-1.43,0.61,-0.9,3.06,2.4,0.55,0.19,0.36,0.58,-1.34,-1.51
201012,6.74,5.02,7.86,10,4.69,6.52,6.97,8.95,12.01,5.13,4.21,6.01,7.41,6.24,7.76,9.78,8.05,8.21,15.53
201101,-1.51,1.91,2.22,2.54,1.32,3.2,2.31,2.35,2.19,0.63,2.1,3.62,2.47,1.33,3.35,1.87,2.88,1.86,2.48
201102,2.65,2.74,4.39,4.54,2.37,4.15,5,3.93,4.23,2.84,1.85,3.82,4.72,4.06,5.98,3.08,4.85,6.5,2.28
201103,1.49,0.28,1.57,-0.99,0.35,0.79,1.77,0.04,-1.16,1.27,-0.68,0.07,2.01,1.59,1.95,0.84,-0.81,0.39,-2.55
201104,5.19,3.63,2.74,1.09,3.58,3.88,3.01,1.06,1.18,3.57,3.6,3.78,4.05,3.01,3.01,1.12,1.01,2.51,-0.03
201105,1.11,-0.58,-1.58,-2.91,-0.1,-1.99,-1.37,-2.29,-2.71,0.25,-0.49,-1.97,-2.03,-1.09,-1.65,-1.54,-3.11,-1.26,-4.06
201106,-3.51,-1.52,-1.67,-2.11,-1.25,-1.89,-2.14,-1.49,-2.53,-0.76,-1.81,-2.32,-1.17,-2.41,-1.86,-1.29,-1.71,-1.76,-3.27
201107,-2.42,-1.12,-2.78,-4.32,-0.8,-2.22,-2.13,-3.8,-4.87,1.24,-3.3,-1.87,-2.65,-2.46,-1.89,-3.99,-3.59,-3.35,-6.93
201108,-10.01,-4.4,-6.81,-8.33,-4.65,-5.65,-7.4,-4.94,-10.38,-4.29,-5.13,-3.79,-8.02,-6.83,-7.81,-4.2,-5.68,-8.72,-12.7
201109,-6.4,-6.6,-7.85,-9.55,-6.9,-6.57,-8.51,-6.73,-12.3,-5.18,-9.11,-5.9,-7.45,-7.59,-9.18,-7.3,-6.16,-10.86,-14.4
201110,10.42,10.25,12.74,12.05,10.36,11.72,13.57,9.79,13.94,9.04,12.14,9.98,14.07,13.12,13.91,9.69,9.89,13.33,14.86
201111,0.47,-0.28,0.91,-2.27,-0.56,0.91,0.75,0.15,-4.2,-0.93,-0.08,0.38,1.59,1.74,0.03,0.27,0.02,-2.52,-6.7
201112,-2.75,-0.16,1.76,1.59,-0.69,0.8,1.24,3.22,1.23,-0.72,-0.66,1.08,0.44,0.82,1.55,4.42,2,3.1,-1.7
201201,7.12,5.75,3.65,5.58,7.54,3.25,3.32,2.74,7.43,8.09,6.84,1.67,5.3,3.97,2.84,2.02,3.48,5.56,10.5
201202,4.76,4.6,3.61,5.19,4.99,3.33,3.65,4.36,6.02,6.9,2.5,3.66,2.91,2.33,4.63,4.5,4.21,5.25,7.22
201203,4.21,3.7,1.18,4.95,4.01,1.99,0.36,3.48,5.78,4.96,2.7,2.94,0.8,0.47,0.28,3.01,3.96,4.75,7.37
201204,0.42,-0.58,-0.55,-1.82,-0.35,-0.72,-0.42,-0.66,-3.23,-0.1,-0.71,-1.13,-0.2,-0.27,-0.53,-1.21,-0.12,-1.45,-5.93
201205,-9.73,-5.67,-6.28,-6.9,-6.39,-5.77,-6.05,-3.55,-10.27,-5.99,-6.93,-3.87,-8.16,-6.46,-5.76,-4.16,-2.95,-9.95,-10.78
201206,3.28,3.01,4.72,4.87,2.72,4.06,4.34,4.97,5.34,3,2.32,3.74,4.49,4.44,4.27,5.59,4.37,5.06,5.8
201207,-0.57,1.08,1.11,-0.64,0.46,2.1,0.68,1.22,-1.54,0.91,-0.21,2.37,1.49,0.65,0.72,1.69,0.7,-1.88,-1.34
201208,1.66,2.47,1.84,4.53,2.93,2.27,1.86,0.88,5.9,2.81,3.11,1.56,3.88,2.21,1.38,-0.6,2.51,4.69,6.6
201209,2.59,1.91,3.21,4.22,1.75,2.37,3.63,3.16,4.74,2.08,1.26,2.26,2.62,3.18,4.26,2.9,3.44,2.9,5.8
201210,-1.98,-2.65,-1.63,1.28,-3.73,-0.92,-1.47,-1.3,2.7,-4.53,-2.53,-0.47,-1.91,-1.24,-1.79,-1.68,-0.9,-0.04,4.21
201211,1.72,1.16,0.3,-0.15,1.76,0.69,-0.06,-0.36,-0.56,1.63,1.95,-0.01,2.25,-0.08,-0.03,-1.18,0.5,1.21,-1.49
